Cell ID,Cell Stage,Sphericity,Elongation,Flatness,Squareness,Entropy,Surface Volume,Convexity,Cell Volume: Embryo Volume,Surface (microns squared),Volume (microns cubed)
a8.22,112,81.6261,16.8477,2.63417,41.6707,97.4819,21.7898,88.5665,0.684018,3575,16407
a8.22*,112,83.4495,5.0562,4.43795,42.2768,98.5937,21.7841,92.208,0.654969,3422,15710
a8.23,112,85.092,11.703,18.9514,44.764,97.4831,19.751,93.643,0.845167,4004,20272
a8.23*,112,84.3292,6.96834,24.0209,47.2104,96.141,19.8875,96.6537,0.842922,4021,20218
a8.24,112,85.5565,7.87823,28.4724,46.3598,96.77,19.3861,97.2985,0.884107,4111,21206
a8.24*,112,79.7107,9.8175,30.2908,50.455,93.8774,20.7093,90.3799,0.835518,4150,20041
a8.25,112,81.9308,30.7291,17.9838,43.5223,94.4342,25.6891,92.6541,0.414327,2553,9938
a8.25*,112,76.3305,36.9285,17.5004,35.6099,85.3012,29.9641,90.7256,0.300806,2161,7215
a8.26,112,80.9332,5.39092,18.5286,32.3122,99.203,21.7457,87.7679,0.700017,3651,16790
a8.26*,112,78.7077,16.2222,21.2403,36.8885,97.4678,24.5251,84.4214,0.51596,3035,12376
a8.27,112,86.1754,3.15414,20.335,43.3887,97.6838,21.1298,95.9931,0.673026,3411,16143
a8.27*,112,84.6042,11.4932,10.2569,42.5398,96.1082,21.1417,94.8541,0.697082,3535,16720
a8.28,112,85.6647,20.1167,1.61831,40.5361,97.5863,20.6176,91.5647,0.733106,3625,17584
a8.28*,112,87.4517,28.7022,1.17114,42.2854,95.0121,20.515,96.505,0.714055,3513,17127
a8.29,112,85.5547,15.7724,6.76187,44.3662,97.4514,20.0681,92.6495,0.797038,3836,19118
a8.29*,112,85.4604,8.94811,13.884,47.4336,97.4712,20.5017,93.5036,0.749179,3684,17970
a8.30,112,86.7398,3.98108,0.0391722,38.7398,99.6033,19.7741,93.7618,0.810506,3844,19441
a8.30*,112,81.905,20.0152,0.37334,33.8075,97.3394,20.8975,92.2974,0.77016,3860,18473
a8.31,112,84.9186,2.33319,3.96898,45.2729,98.0398,21.0036,92.9723,0.705665,3555,16926
a8.31*,112,83.2777,11.1951,9.30931,35.3604,98.5159,21.8972,92.8044,0.647535,3401,15532
a8.32,112,87.0125,2.77696,17.1625,43.487,98.5444,21.4342,97.0538,0.632412,3251,15169
a8.32*,112,81.4426,7.83546,19.8674,40.3548,97.3978,21.6935,91.7788,0.696295,3623,16701
A8.5,112,70.4222,30.6199,41.9108,41.9526,77.1916,20.5894,90.0505,1.08926,5379,26127
A8.5*,112,61.5511,22.9799,49.7457,42.5626,78.7939,24.5122,79.3649,0.845017,4968,20269
A8.6,112,63.944,5.50494,54.3888,39.1514,82.8215,24.4437,79.2671,0.789558,4629,18938
A8.6*,112,72.3039,15.3832,51.4181,49.9617,85.6691,20.6824,88.5871,1.01943,5057,24452
A8.7,112,83.9235,28.3701,3.95736,47.6536,90.6542,18.4072,95.286,1.07338,4739,25746
A8.7*,112,80.9736,28.4648,3.74922,40.6896,91.9648,19.2956,92.0302,1.00097,4632,24009
A8.8,112,84.2724,31.4521,0.675863,46.1411,91.3571,19.1751,95.7562,0.941681,4331,22587
A8.8*,112,84.3329,25.0481,12.2097,46.6234,93.9895,19.4001,95.0736,0.907986,4225,21779
B7.5,112,79.8552,23.9897,21.373,44.0918,91.2507,19.9494,91.8931,0.931304,4456,22338
B7.5*,112,81.2548,28.2514,21.0905,46.934,88.6282,19.3083,91.5234,0.9921,4594,23797
B7.6,112,75.184,45.0953,10.1717,42.6401,77.1198,47.9962,92.9275,0.0754419,868,1809
B7.6*,112,72.3397,33.5415,2.32,42.5018,86.5413,42.8419,82.4771,0.114584,1177,2748
B8.15,112,81.7236,7.57913,31.1736,41.2209,94.1719,20.5551,93.9459,0.812892,4007,19498
B8.15*,112,81.8246,18.3683,19.8206,47.0009,93.4863,20.2293,90.9373,0.850701,4127,20405
B8.16,112,85.3062,14.3815,20.4508,41.1347,92.5901,19.2108,94.9998,0.913872,4211,21920
B8.16*,112,84.7881,20.0529,19.6402,44.0553,90.9966,19.2471,94.5501,0.919859,4246,22064
b8.17,112,77.9745,1.92167,33.0779,36.7441,94.677,20.9784,86.2212,0.839973,4226,20148
b8.17*,112,75.1916,1.6407,20.1527,31.5277,96.0732,23.0746,78.8561,0.678803,3757,16282
b8.18,112,81.1666,10.8463,20.4674,34.5672,97.2153,19.2933,87.6229,0.996577,4611,23904
b8.18*,112,77.9238,2.81467,33.3291,38.0007,95.6541,19.7492,85.0595,1.00808,4775,24180
b8.19,112,73.1876,36.5872,18.0093,37.4875,86.3277,32.0082,79.5043,0.268428,2060,6438
b8.19*,112,75.2686,40.1338,13.42,40.5499,87.0753,28.5158,89.5343,0.358923,2455,8609
b8.20,112,76.7161,34.4226,12.6124,36.4942,86.9273,23.0891,86.2525,0.650863,3604,15611
b8.20*,112,77.8169,30.8803,12.2449,44.1227,90.6792,22.0004,84.9022,0.73121,3858,17539
b8.21,112,75.9856,11.0862,37.8365,37.4834,87.5089,25.9723,89.9632,0.466115,2903,11180
b8.21*,112,72.5805,17.3955,40.2314,33.3344,87.0873,28.5467,85.796,0.384749,2634,9228
b8.22,112,84.1925,15.7749,20.8984,42.0018,94.8684,21.1076,91.6735,0.707332,3581,16966
b8.22*,112,77.0321,17.4642,21.8089,35.7259,92.5657,23.3348,85.5645,0.625362,3500,15000
b8.23,112,87.9689,23.3974,6.55091,40.3113,95.8625,19.454,95.3385,0.827562,3861,19850
b8.23*,112,80.7962,13.1027,21.5236,37.3539,94.0143,19.7518,89.6913,0.937307,4440,22482
b8.24,112,83.3465,14.9208,6.47559,40.3088,98.3015,21.8073,89.9025,0.654496,3423,15699
b8.24*,112,84.593,15.0873,5.5132,38.2432,97.8726,22.2351,95.5029,0.599372,3196,14376
b8.25,112,72.5853,0.184244,48.9127,34.6415,87.4822,26.4503,84.5554,0.483613,3068,11600
b8.25*,112,68.1208,9.79921,51.393,33.4122,84.1529,27.3135,80.2401,0.498646,3266,11960
b8.26,112,78.2894,13.3314,29.2965,39.5314,92.6485,21.9312,87.5325,0.729279,3836,17492
b8.26*,112,83.0756,13.5182,22.173,40.9009,91.6346,20.5983,92.0835,0.781708,3862,18750
b8.27,112,83.6239,11.3297,30.3775,39.6864,94.2635,20.2635,92.5026,0.810366,3938,19437
b8.27*,112,81.8824,10.8106,28.0416,38.8431,93.6337,20.9424,88.6261,0.76564,3846,18365
b8.28,112,82.6362,7.82399,23.4106,40.6772,96.7769,18.4058,89.3575,1.10733,4888,26561
b8.28*,112,87.7695,1.48913,6.57023,50.9867,99.0232,18.9481,94.5031,0.899701,4089,21580
b8.29,112,86.5284,26.6755,0.806713,44.1676,95.337,20.4169,93.9249,0.739948,3623,17748
b8.29*,112,85.0298,21.4113,0.577217,43.7646,96.7067,18.2408,92.5949,1.07452,4701,25773
b8.30,112,85.417,4.6772,9.06096,38.9112,99.3762,20.305,90.6621,0.771952,3759,18516
b8.30*,112,85.7725,9.30802,10.2307,37.9339,98.5371,19.0762,94.9079,0.923236,4224,22145
b8.31,112,88.5124,17.974,1.14856,51.3136,97.9439,19.7434,95.5082,0.782009,3703,18757
b8.31*,112,85.8058,16.3274,7.5609,50.1558,97.5476,18.9116,93.1287,0.946818,4294,22710
b8.32,112,84.5009,2.88261,25.7418,38.5244,97.2716,20.2541,89.9115,0.794734,3861,19062
b8.32*,112,87.6431,3.0172,21.2542,39.9349,98.3883,19.5773,96.1266,0.81807,3841,19622
B8.5,112,83.8818,25.9979,4.76103,47.1122,93.0122,15.7739,92.7611,1.70739,6460,40954
B8.5*,112,85.195,19.6716,9.95045,41.311,94.0487,15.9129,94.5936,1.61215,6153,38669
B8.6,112,67.11,42.4158,26.5767,42.1332,69.9268,31.6918,78.0442,0.328903,2500,7889
B8.6*,112,57.2544,37.5502,35.4918,30.3393,63.1158,35.2476,65.3489,0.328458,2777,7878
